node,smelly
"{'org.alien4cloud.diamond.collectors.relationships.DiamondCloudifyHostpoolCollector': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['org.alien4cloud.cloudify.hostpool.pub.capabilities.HostPoolServiceApi'], 'properties': {'collector_name': {'type': 'string', 'default': 'CloudifyHostpoolCollector'}}, 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'collect_custom.yml', 'datasource_name': {'get_attribute': ['SOURCE', 'datasource_name']}, 'collectors_conf_path': {'get_attribute': ['SOURCE', 'collectors_conf_path']}, 'dashboard_dir': {'get_attribute': ['SOURCE', 'dashboard_dir']}, 'collector_name': {'get_property': ['SELF', 'collector_name']}}, 'implementation': 'playbook/playbook.ansible'}, 'pre_configure_target': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'install_custom_collector.yml', 'collectors_path': {'get_attribute': ['SOURCE', 'collectors_path']}, 'collector_name': {'get_property': ['SELF', 'collector_name']}, 'hostpool_url': {'concat': [{'get_property': ['TARGET', 'cloudify_hostpool', 'protocol']}, '://', {'get_attribute': ['TARGET', 'cloudify_hostpool', 'ip_address']}, ':', {'get_property': ['TARGET', 'cloudify_hostpool', 'port']}]}}, 'implementation': 'playbook/playbook.ansible'}}}}}",false
"{'org.alien4cloud.alien4cloud.config.backupRestoreS3.relationships.BackupRestoreS3DependsOnAwsCli': {'derived_from': 'tosca.relationships.DependsOn', 'valid_target_types': ['org.alien4cloud.aws-cli.pub.capabilities.AwsCli']}}",false
{'org.alien4cloud.alien4cloud.config.pub.relationships.LocationHostedOnOrchestrator': {'derived_from': 'tosca.relationships.HostedOn'}},lazy
"{'org.alien4cloud.alien4cloud.config.applications.relationships.AddApplicationsDependsOnCsar': {'derived_from': 'tosca.relationships.DependsOn', 'valid_target_types': ['org.alien4cloud.alien4cloud.config.csar']}}",false
"{'org.alien4cloud.consul.consul_sh.relationships.JoinCluster': {'derived_from': 'tosca.relationships.ConnectsTo', 'description': 'The relationship between a consul client agent and a consul server agent.\n', 'valid_target_types': ['org.alien4cloud.consul.pub.capabilities.ConsulServer'], 'interfaces': {'Configure': {'add_target': {'inputs': {'CONSUL_SERVER_ADDRESS': {'get_attribute': ['TARGET', 'ip_address']}}, 'implementation': 'scripts/consul/join_consul_cluster.sh'}}}, 'artifacts': [{'commons': {'file': 'scripts/commons', 'type': 'tosca.artifacts.File'}}]}}",false
"{'org.alien4cloud.mock.bash.relationships.BashComponentHostedOnHost': {'derived_from': 'org.alien4cloud.mock.pub.relationships.AbstractComponentHostedOnHost', 'valid_target_types': ['org.alien4cloud.mock.bash.nodes.BashMockHost'], 'interfaces': {'configure': {'pre_configure_source': {'inputs': {'operation': 'pre_configure_source AnsibleComponentHostedOnHost', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'scripts/operation.sh'}, 'pre_configure_target': {'inputs': {'operation': 'pre_configure_target AnsibleComponentHostedOnHost', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'scripts/operation.sh'}, 'post_configure_source': {'inputs': {'operation': 'post_configure_source AnsibleComponentHostedOnHost', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'scripts/operation.sh'}, 'post_configure_target': {'inputs': {'operation': 'post_configure_target AnsibleComponentHostedOnHost', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'scripts/operation.sh'}, 'add_target': {'inputs': {'operation': 'add_target AnsibleComponentHostedOnHost', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'scripts/operation.sh'}, 'add_source': {'inputs': {'operation': 'add_source AnsibleComponentHostedOnHost', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'scripts/operation.sh'}}}, 'artifacts': [{'data': {'file': 'data/data.txt', 'type': 'tosca.artifacts.File'}}]}}",unknown
"{'org.alien4cloud.mock.bash.relationships.BashComponentConnectToComponent': {'derived_from': 'org.alien4cloud.mock.pub.relationships.AbstractComponentConnectToComponent', 'valid_target_types': ['org.alien4cloud.mock.bash.capabilities.BashComponentEndpoint'], 'interfaces': {'configure': {'pre_configure_source': {'inputs': {'operation': 'pre_configure_source AnsibleComponentConnectToComponent', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'scripts/operation.sh'}, 'pre_configure_target': {'inputs': {'operation': 'pre_configure_target AnsibleComponentConnectToComponent', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'scripts/operation.sh'}, 'post_configure_source': {'inputs': {'operation': 'post_configure_source AnsibleComponentConnectToComponent', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'scripts/operation.sh'}, 'post_configure_target': {'inputs': {'operation': 'post_configure_target AnsibleComponentConnectToComponent', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'scripts/operation.sh'}, 'add_target': {'inputs': {'operation': 'add_target AnsibleComponentConnectToComponent', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'scripts/operation.sh'}, 'add_source': {'inputs': {'operation': 'add_source AnsibleComponentConnectToComponent', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'scripts/operation.sh'}}}, 'artifacts': [{'data': {'file': 'data/data.txt', 'type': 'tosca.artifacts.File'}}]}}",unknown
"{'org.alien4cloud.diamond.agent_linux.relationships.DiamondLinuxAgentConnectsToGraphite': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['org.alien4cloud.graphite.pub.capabilities.GraphiteDataEndpoint'], 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'connects_to_graphite.yml', 'graphite_host': {'get_attribute': ['TARGET', 'data_endpoint', 'ip_address']}, 'graphite_port': {'get_attribute': ['TARGET', 'data_endpoint', 'port']}}, 'implementation': 'playbook/playbook.ansible'}}}}}",false
"{'org.alien4cloud.diamond.agent_linux.relationships.DiamondLinuxAgentConnectsToGrafana': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['org.alien4cloud.grafana.pub.capabilities.GrafanaHttpEndpoint'], 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'connects_to_grafana.yml', 'grafana_url': {'concat': [{'get_attribute': ['TARGET', 'http_endpoint', 'protocol']}, '://', {'get_attribute': ['TARGET', 'http_endpoint', 'ip_address']}, ':', {'get_attribute': ['TARGET', 'http_endpoint', 'port']}]}, 'grafana_user': {'get_attribute': ['TARGET', 'http_endpoint', 'user']}, 'grafana_password': {'get_attribute': ['TARGET', 'http_endpoint', 'password']}}, 'implementation': 'playbook/playbook.ansible'}}}}}",false
"{'org.alien4cloud.diamond.agent_linux.relationships.DiamondCollectorHostedOnAgent': {'derived_from': 'org.alien4cloud.diamond.pub.relationships.DiamondCollectorHostedOnAgent', 'interfaces': {'Configure': {'add_source': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'collector_added.yml', 'dashboard_dir': {'get_attribute': ['TARGET', 'dashboard_dir']}, 'grafana_url': {'get_attribute': ['TARGET', 'grafana_url']}, 'grafana_user': {'get_attribute': ['TARGET', 'grafana_user']}, 'grafana_password': {'get_attribute': ['TARGET', 'grafana_password']}}, 'implementation': 'playbook/playbook.ansible'}}}}}",false
"{'org.alien4cloud.cloudify.config.offline_plugin.relationships.ConnectsToCfy': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['org.alien4cloud.cloudify.manager.pub.capabilities.CloudifyAPIv3'], 'interfaces': {'Configure': {'add_target': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'connect_cfy.yml', 'plugin_archive_url': {'get_property': ['SOURCE', 'plugin_archive_url']}, 'cfy_user': {'get_property': ['TARGET', 'cloudify_api_v3', 'admin_username']}, 'cfy_password': {'get_property': ['TARGET', 'cloudify_api_v3', 'admin_password']}, 'cfy_url': {'concat': [{'get_property': ['TARGET', 'cloudify_api_v3', 'protocol']}, '://', {'get_attribute': ['TARGET', 'cloudify_api_v3', 'ip_address']}, ':', {'get_property': ['TARGET', 'cloudify_api_v3', 'port']}]}}, 'implementation': 'playbook/playbook.ansible'}}}}}",false
"{'org.alien4cloud.cloudify.config.offline_plugin.relationships.ConnectsToA4C': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['org.alien4cloud.alien4cloud.pub.capabilities.A4cRestApi'], 'interfaces': {'Configure': {'add_target': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'connect_a4c.yml', 'alien_user': {'get_property': ['TARGET', 'rest', 'user']}, 'alien_password': {'get_property': ['TARGET', 'rest', 'password']}, 'alien_url': {'concat': [{'get_property': ['TARGET', 'rest', 'protocol']}, '://', {'get_attribute': ['TARGET', 'rest', 'ip_address']}, ':', {'get_property': ['TARGET', 'rest', 'port']}]}}, 'implementation': 'playbook/playbook.ansible'}}}}}",false
"{'org.alien4cloud.cloudify.hostpool.awsfeeder.relationships.HostpoolFeederConnectToHostpool': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['org.alien4cloud.cloudify.hostpool.pub.capabilities.HostPoolServiceApi'], 'interfaces': {'Configure': {'add_target': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'hostpool_connected.yml', 'aws_access_key': {'get_property': ['SOURCE', 'aws_access_key']}, 'aws_secret_key': {'get_property': ['SOURCE', 'aws_secret_key']}, 'key_name': {'get_property': ['SOURCE', 'key_name']}, 'key_content': {'get_property': ['SOURCE', 'key_content']}, 'region': {'get_property': ['SOURCE', 'region']}, 'instance_name': {'get_property': ['SOURCE', 'instance_name']}, 'instance_count': {'get_property': ['SOURCE', 'instance_count']}, 'host_per_instance': {'get_property': ['SOURCE', 'host_per_instance']}, 'instance_username': {'get_property': ['SOURCE', 'instance_username']}, 'instance_groups': {'get_property': ['SOURCE', 'instance_groups']}, 'instance_image': {'get_property': ['SOURCE', 'instance_image']}, 'instance_type': {'get_property': ['SOURCE', 'instance_type']}, 'instance_os': {'get_property': ['SOURCE', 'instance_os']}, 'hostpool_url': {'concat': [{'get_property': ['TARGET', 'cloudify_hostpool', 'protocol']}, '://', {'get_attribute': ['TARGET', 'cloudify_hostpool', 'ip_address']}, ':', {'get_property': ['TARGET', 'cloudify_hostpool', 'port']}]}}, 'implementation': 'playbook/playbook.ansible'}}}}}",false
"{'org.alien4cloud.cloudify.manager.v4.relationships.ConfigureAWSKey': {'derived_from': 'tosca.relationships.Root', 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'SSH_KEY_FILENAME': {'get_property': ['TARGET', 'key_file_name']}, 'KEYPAIR_NAME': {'get_property': ['TARGET', 'keypair_name']}}, 'implementation': 'scripts/aws_configure_key.sh'}}}}}",false
"{'org.alien4cloud.cloudify.manager.v4.relationships.ConfigureOpenstackKey': {'derived_from': 'tosca.relationships.Root', 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'SSH_KEY_FILENAME': {'get_property': ['TARGET', 'key_file_name']}, 'KEYPAIR_NAME': {'get_property': ['TARGET', 'keypair_name']}}, 'implementation': 'scripts/openstack_configure_key.sh'}}}}}",false
"{'radon.relationships.google.GoogleTriggers': {'description': 'Google Cloud-specific relationship type representing GCResource-to-GCFunction communication', 'derived_from': 'radon.relationships.Triggers', 'metadata': {'targetNamespace': 'radon.relationships.google', 'abstract': 'false', 'final': 'false'}}}",false
"{'radon.relationships.monitoring.GCPIsMonitoredBy': {'derived_from': 'tosca.relationships.ConnectsTo', 'metadata': {'targetNamespace': 'radon.relationships', 'abstract': 'false', 'final': 'false'}, 'interfaces': {'Configure': {'type': 'tosca.interfaces.relationship.Configure', 'inputs': {'user_email': {'type': 'string', 'required': True, 'default': {'get_property': ['TARGET', 'user_email']}}, 'monitored_function': {'type': 'string', 'required': True, 'default': {'get_property': ['SOURCE', 'name']}}, 'pushgateway_ip': {'type': 'string', 'required': True, 'default': {'get_attribute': ['TARGET', 'pushgateway_ip']}}, 'grafana_api_ip': {'type': 'string', 'required': True, 'default': {'get_property': ['TARGET', 'grafana_api_ip']}}, 'service_account_file': {'type': 'string', 'required': True, 'default': '/tmp/service_account.json'}}, 'operations': {'post_configure_source': {'implementation': {'primary': 'grafana-injection.yml', 'timeout': 30}}}}}}}",false
"{'radon.relationships.monitoring.AWSIsMonitoredBy': {'derived_from': 'tosca.relationships.ConnectsTo', 'metadata': {'targetNamespace': 'radon.relationships', 'abstract': 'false', 'final': 'false'}, 'interfaces': {'Configure': {'type': 'tosca.interfaces.relationship.Configure', 'inputs': {'user_email': {'type': 'string', 'required': True, 'default': {'get_property': ['TARGET', 'user_email']}}, 'monitored_function': {'type': 'string', 'required': True, 'default': {'get_property': ['SOURCE', 'function_name']}}, 'pushgateway_ip': {'type': 'string', 'required': True, 'default': {'get_attribute': ['TARGET', 'pushgateway_ip']}}, 'grafana_api_ip': {'type': 'string', 'required': True, 'default': {'get_property': ['TARGET', 'grafana_api_ip']}}}, 'operations': {'post_configure_source': {'implementation': {'primary': 'grafana-injection.yml', 'timeout': 30}}}}}}}",false
"{'radon.relationships.aws.AwsTriggers': {'description': 'AWS-specific relationship type representing AwsResource-to-AwsLambdaFunction communication', 'derived_from': 'radon.relationships.Triggers', 'metadata': {'targetNamespace': 'radon.relationships.aws', 'abstract': 'false', 'final': 'false'}, 'properties': {'events': {'type': 'string', 'description': 'List of events'}}, 'interfaces': {'Configure': {'type': 'tosca.interfaces.relationship.Configure', 'inputs': {'aws_region': {'type': 'string', 'required': True, 'default': {'get_attribute': ['SOURCE', 'region']}}, 'bucket_name': {'type': 'string', 'required': True, 'default': {'get_attribute': ['SOURCE', 'bucket_name']}}, 'function_arn': {'type': 'string', 'required': True, 'default': {'get_attribute': ['TARGET', 'arn']}}, 'events': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'events']}}}, 'operations': {'post_configure_source': {'implementation': {'primary': 'event-binding.yml', 'timeout': 0}}}}}}}",false
"{'tosca.relationships.DependsOn': {'derived_from': 'tosca.relationships.Root', 'metadata': {'targetNamespace': 'tosca.relationships', 'abstract': 'false', 'final': 'false'}, 'properties': {'location': {'type': 'string', 'constraints': [{'min_length': 1}]}, 'device': {'type': 'string', 'required': False}}, 'valid_target_types': ['tosca.capabilities.Attachment']}}",false
"{'radon.relationships.apache.kafka.PublishToKafkaTopic': {'derived_from': 'tosca.relationships.ConnectsTo', 'metadata': {'targetNamespace': 'radon.relationships.apache.kafka', 'abstract': 'false', 'final': 'false'}, 'properties': {'request_required_acks': {'type': 'string', 'default': 'no_ack', 'constraints': [{'valid_values': ['no_ack', 'leader', 'in_syncs']}]}, 'request_timeout': {'type': 'integer', 'required': False, 'default': 10000, 'constraints': [{'greater_or_equal': 0}]}, 'message_send_max_retries': {'type': 'integer', 'required': False, 'default': 3, 'constraints': [{'greater_or_equal': 0}]}, 'retry_backoff': {'type': 'integer', 'required': False, 'default': 100, 'constraints': [{'greater_or_equal': 0}]}}, 'valid_target_types': ['radon.capabilities.kafka.KafkaTopic']}}",false
