type,smelly
"{'example.org.tosca.nodetypes.ConsGCSBucket': {'derived_from': 'radon.nodes.datapipeline.source.ConsumeRemote', 'metadata': {'targetNamespace': 'radon.nodes.datapipeline.source', 'abstract': 'false', 'final': 'false'}, 'properties': {'bucket': {'type': 'string', 'description': 'Name of the bucket', 'required': False}, 'project_ID': {'type': 'string', 'description': 'ID of the project.'}, 'credential_JSON_file': {'type': 'string', 'description': 'Path of the credentials in the form of JSON file'}}, 'interfaces': {'Standard': {'type': 'tosca.interfaces.node.lifecycle.Standard', 'operations': {'create': {'inputs': {'template_name': {'type': 'string', 'required': False, 'default': {'get_property': ['SELF', 'template_name']}}, 'template_file': {'type': 'string', 'required': False, 'default': 'GCSObject_consume.xml'}}, 'implementation': {'primary': 'create', 'timeout': 0}}, 'configure': {'inputs': {'bucket': {'type': 'string', 'required': False, 'default': {'get_property': ['SELF', 'bucket']}}, 'project_ID': {'type': 'string', 'required': False, 'default': {'get_property': ['SELF', 'project_ID']}}, 'credential_JSON_file': {'type': 'string', 'required': False, 'default': {'get_property': ['SELF', 'credential_JSON_file']}}}, 'implementation': {'primary': 'configure', 'timeout': 0}}}}}, 'artifacts': {'create': {'type': 'tosca.artifacts.File', 'file': 'create.yml'}, 'configure': {'type': 'tosca.artifacts.File', 'file': 'configure.yml'}, 'templatefile_localConn': {'type': 'tosca.artifacts.File', 'file': 'GCSObject_consume.xml'}}}}",0
"{'radon.nodes.apache.kafka.KafkaTopic': {'derived_from': 'tosca.nodes.Root', 'metadata': {'targetNamespace': 'radon.nodes.apache.kafka', 'abstract': 'false', 'final': 'false'}, 'attributes': {'broker_urls': {'description': 'represents a list of one or more urls that corresponds to the brokers of the kafka cluster this topic is hosted on', 'type': 'list', 'default': {'get_attribute': ['SELF', 'host', 'broker_urls']}}}, 'properties': {'partitions': {'type': 'integer', 'required': False, 'default': 1}, 'min_insync_replicas': {'type': 'integer', 'required': False, 'default': 1, 'constraints': [{'greater_or_equal': 0}]}, 'segment_size': {'type': 'integer', 'required': False, 'default': 1000000, 'constraints': [{'greater_or_equal': 1}]}, 'replicas': {'type': 'integer', 'required': False, 'default': 1}, 'roll_time': {'type': 'integer', 'required': False, 'default': 10080, 'constraints': [{'greater_or_equal': 1}]}, 'topic_name': {'type': 'string'}, 'retention': {'type': 'integer', 'required': False, 'default': 10080}}, 'requirements': [{'host': {'capability': 'radon.capabilities.kafka.KafkaHosting', 'relationship': 'tosca.relationships.HostedOn', 'occurrences': [1, 1]}}, {'openwhisk_invoker': {'capability': 'radon.capabilities.Invocable', 'node': 'radon.nodes.apache.openwhisk.OpenWhiskFunction', 'relationship': 'radon.relationships.apache.openwhisk.OpenWhiskKafkaTriggers', 'occurrences': [0, 'UNBOUNDED']}}, {'openfaas_invoker': {'capability': 'radon.capabilities.Invocable', 'node': 'radon.nodes.openfaas.OpenFaasFunction', 'relationship': 'radon.relationships.openfaas.OpenFaasKafkaTriggers', 'occurrences': [0, 'UNBOUNDED']}}], 'capabilities': {'kafka_topic': {'occurrences': [0, 'UNBOUNDED'], 'type': 'radon.capabilities.kafka.KafkaTopic'}}, 'interfaces': {'Standard': {'type': 'tosca.interfaces.node.lifecycle.Standard', 'inputs': {'MIN_INSYNC_REPLICAS': {'type': 'integer', 'required': True, 'default': {'get_property': ['SELF', 'min_insync_replicas']}}, 'RETENTION': {'type': 'integer', 'required': True, 'default': {'get_property': ['SELF', 'retention']}}, 'REPLICAS': {'type': 'integer', 'required': True, 'default': {'get_property': ['SELF', 'replicas']}}, 'PARTITIONS': {'type': 'integer', 'required': True, 'default': {'get_property': ['SELF', 'partitions']}}, 'TOPIC_NAME': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'topic_name']}}, 'ROLL_TIME': {'type': 'integer', 'required': True, 'default': {'get_property': ['SELF', 'roll_time']}}, 'SEGMENT_SIZE': {'type': 'integer', 'required': True, 'default': {'get_property': ['SELF', 'segment_size']}}}}}}}",0
"{'radon.nodes.aws.AwsLambdaFunctionFromS3': {'derived_from': 'radon.nodes.abstract.Function', 'metadata': {'targetNamespace': 'radon.nodes.aws', 'abstract': 'false', 'final': 'false'}, 'attributes': {'role_arn': {'description': ""AWS function's role ARN"", 'type': 'string'}, 'arn': {'description': ""AWS function's Amazon Resource Name (ARN)"", 'type': 'string'}, 'region': {'type': 'string'}}, 'properties': {'handler': {'type': 'string', 'description': 'Handler for lambda function', 'default': 'index.handler'}, 's3_bucket_key': {'type': 'string', 'description': 'The S3 key aka. filename referencing the file to be deployed'}, 'memory': {'type': 'integer', 'description': 'Function memory in MB', 'default': 128}, 'memory_range': {'type': 'range', 'description': 'Range of function memory in MB to search', 'required': False}, 'alias': {'type': 'string', 'description': ""Lambda function's alias"", 'required': False, 'default': 'dev'}, 'runtime': {'type': 'string', 'description': 'Function runtime (List of possible values - https://docs.aws.amazon.com/lambda/latest/dg/lambda-runtimes.html)', 'default': 'nodejs'}, 'concurrency_range': {'type': 'range', 'description': 'Range of function concurrency to search', 'required': False}, 'statement_id': {'type': 'string', 'description': 'Lambda policy statement identifier'}, 's3_bucket_name': {'type': 'string', 'description': 'The S3 bucket name containing the function package to be deployed'}, 'timeout': {'type': 'integer', 'description': 'Function timeout in seconds', 'default': 300}, 'concurrency': {'type': 'integer', 'description': 'Function concurrency', 'required': False, 'default': 0}, 'env_vars': {'type': 'map', 'description': ""Function's environment variables"", 'required': False, 'entry_schema': {'type': 'string'}}}, 'requirements': [{'host': {'capability': 'tosca.capabilities.Container', 'node': 'radon.nodes.aws.AwsPlatform', 'relationship': 'tosca.relationships.HostedOn', 'occurrences': [1, 1]}}, {'monitor': {'capability': 'radon.capabilities.monitoring.Monitor', 'node': 'radon.nodes.monitoring.PushGateway', 'relationship': 'radon.relationships.monitoring.AWSIsMonitoredBy', 'occurrences': [0, 'UNBOUNDED']}}], 'interfaces': {'Standard': {'type': 'tosca.interfaces.node.lifecycle.Standard', 'inputs': {'s3_bucket_key': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 's3_bucket_key']}}, 'aws_region': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'host', 'region']}}, 'role_arn': {'type': 'string', 'required': True, 'default': {'get_attribute': ['SELF', 'host', 'role_arn']}}, 'lambda_runtime': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'runtime']}}, 'function_name': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'name']}}, 'lambda_timeout': {'type': 'integer', 'required': True, 'default': {'get_property': ['SELF', 'timeout']}}, 'lambda_memory': {'type': 'integer', 'required': True, 'default': {'get_property': ['SELF', 'memory']}}, 'func_alias': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'alias']}}, 'permission_id': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'statement_id']}}, 'lambda_handler': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'handler']}}, 's3_bucket_name': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 's3_bucket_name']}}, 'lambda_concurrency': {'type': 'integer', 'required': True, 'default': {'get_property': ['SELF', 'concurrency']}}, 'env_vars': {'type': 'string', 'required': False, 'default': {'get_property': ['SELF', 'env_vars']}}}, 'operations': {'create': {'implementation': {'primary': 'create', 'timeout': 0}}, 'delete': {'implementation': {'primary': 'delete', 'timeout': 0}}}}}, 'artifacts': {'create': {'type': 'radon.artifacts.Ansible', 'file': 'create.yml'}, 'delete': {'type': 'radon.artifacts.Ansible', 'file': 'delete.yml'}}}}",unknown
"{'tosca.nodes.WebApplication': {'derived_from': 'tosca.nodes.Root', 'metadata': {'targetNamespace': 'tosca.nodes', 'abstract': 'false', 'final': 'false'}, 'properties': {'context_root': {'type': 'string', 'required': False}}, 'requirements': [{'host': {'capability': 'tosca.capabilities.Compute', 'node': 'tosca.nodes.WebServer', 'relationship': 'tosca.relationships.HostedOn', 'occurrences': [1, 1]}}], 'capabilities': {'app_endpoint': {'occurrences': [1, 'UNBOUNDED'], 'type': 'tosca.capabilities.Endpoint'}}}}",0
"{'radon.nodes.abstract.Function': {'derived_from': 'tosca.nodes.Root', 'metadata': {'targetNamespace': 'radon.nodes.abstract', 'abstract': 'false', 'final': 'false'}, 'properties': {'entries': {'type': 'radon.datatypes.function.Entries', 'required': False}, 'name': {'type': 'string'}}, 'requirements': [{'host': {'capability': 'tosca.capabilities.Container', 'node': 'radon.nodes.abstract.CloudPlatform', 'relationship': 'tosca.relationships.HostedOn', 'occurrences': [1, 1]}}, {'invoker': {'capability': 'radon.capabilities.Invocable', 'relationship': 'radon.relationships.Triggers', 'occurrences': [0, 'UNBOUNDED']}}, {'endpoint': {'capability': 'tosca.capabilities.Endpoint', 'relationship': 'radon.relationships.ConnectsTo', 'occurrences': [0, 'UNBOUNDED']}}], 'capabilities': {'invocable': {'occurrences': [0, 'UNBOUNDED'], 'type': 'radon.capabilities.Invocable'}}}}",0
"{'radon.nodes.legacy.AwsS3Bucket': {'derived_from': 'tosca.nodes.SoftwareComponent', 'metadata': {'targetNamespace': 'radon.nodes.legacy', 'abstract': 'false', 'final': 'false'}, 'attributes': {'bucket_name': {'type': 'string'}}, 'properties': {'aws_region': {'type': 'string', 'description': 'AWS region'}, 'bucket_name': {'type': 'string', 'description': 'The name of the bucket'}}, 'capabilities': {'bucket': {'occurrences': [1, 1], 'type': 'tosca.capabilities.Compute'}}, 'interfaces': {'Standard': {'type': 'tosca.interfaces.node.lifecycle.Standard', 'inputs': {'aws_region': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'aws_region']}}, 'bucket_name': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'bucket_name']}}}, 'operations': {'create': {'implementation': {'primary': 'create', 'timeout': 0}}, 'delete': {'implementation': {'primary': 'delete', 'timeout': 0}}}}}, 'artifacts': {'create': {'type': 'radon.artifacts.Ansible', 'file': 'create.yml'}, 'delete': {'type': 'radon.artifacts.Ansible', 'file': 'delete.yml'}}}}",0
"{'radon.nodes.azure.AzurePlatform': {'derived_from': 'radon.nodes.abstract.CloudPlatform', 'metadata': {'targetNamespace': 'radon.nodes.azure', 'abstract': 'false', 'final': 'false'}, 'properties': {'password': {'type': 'string'}, 'user_name': {'type': 'string'}, 'region': {'type': 'string', 'required': False}}, 'capabilities': {'host': {'occurrences': [1, 'UNBOUNDED'], 'valid_source_types': ['radon.nodes.azure.AzureFunction', 'radon.nodes.azure.AzureResource'], 'type': 'tosca.capabilities.Container'}}, 'interfaces': {'Standard': {'type': 'tosca.interfaces.node.lifecycle.Standard', 'inputs': {'PASSWORD': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'password']}}, 'USER_NAME': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'user_name']}}}}}}}",0
"{'radon.nodes.monitoring.PushGateway': {'derived_from': 'radon.nodes.docker.DockerApplication', 'metadata': {'targetNamespace': 'radon.nodes.monitoring', 'abstract': 'false', 'final': 'false'}, 'attributes': {'pushgateway_ip': {'type': 'string', 'default': {'get_attribute': ['SELF', 'dependency', 'public_ip']}}}, 'properties': {'user_email': {'type': 'string'}, 'pushgateway_service_port': {'type': 'string'}, 'grafana_api_ip': {'type': 'string'}, 'consul_ip': {'type': 'string'}}, 'requirements': [{'host': {'capability': 'radon.capabilities.container.DockerRuntime', 'node': 'tosca.nodes.Container.Runtime', 'relationship': 'tosca.relationships.HostedOn', 'occurrences': [1, 1]}}, {'storage': {'capability': 'tosca.capabilities.Storage', 'occurrences': [0, 1]}}, {'network': {'capability': 'tosca.capabilities.Endpoint', 'occurrences': [0, 1]}}, {'dependency': {'capability': 'tosca.capabilities.Node', 'node': 'radon.nodes.VM.EC2', 'relationship': 'tosca.relationships.DependsOn', 'occurrences': [1, 1]}}], 'capabilities': {'monitor': {'occurrences': [0, 'UNBOUNDED'], 'type': 'radon.capabilities.monitoring.Monitor'}}, 'interfaces': {'Standard': {'type': 'tosca.interfaces.node.lifecycle.Standard', 'operations': {'create': {'implementation': {'primary': 'create', 'timeout': 0}}, 'configure': {'inputs': {'user_email': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'user_email']}}, 'pushgateway_ip': {'type': 'string', 'required': True, 'default': {'get_attribute': ['SELF', 'dependency', 'public_ip']}}, 'pushgateway_service_port': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'pushgateway_service_port']}}, 'consul_ip': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'consul_ip']}}}, 'implementation': {'primary': 'configure', 'timeout': 0}}, 'delete': {'inputs': {'pushgateway_ip': {'type': 'string', 'required': True, 'default': {'get_attribute': ['SELF', 'dependency', 'public_ip']}}, 'consul_ip': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'consul_ip']}}}, 'implementation': {'primary': 'delete', 'timeout': 0}}}}}, 'artifacts': {'create': {'type': 'radon.artifacts.Ansible', 'file': 'create.yml'}, 'configure': {'type': 'radon.artifacts.Ansible', 'file': 'configure.yml'}, 'delete': {'type': 'radon.artifacts.Ansible', 'file': 'delete.yml'}}}}",0
"{'radon.nodes.abstract.ContainerApplication': {'derived_from': 'tosca.nodes.Container.Application', 'metadata': {'targetNamespace': 'radon.nodes.abstract', 'abstract': 'false', 'final': 'false'}, 'properties': {'entries': {'type': 'map', 'required': False, 'entry_schema': {'type': 'radon.datatypes.Entry'}}, 'granularity': {'type': 'string', 'required': False, 'constraints': [{'valid_values': ['coarse-grained', 'fine-grained']}]}, 'name': {'type': 'string', 'required': False}}, 'requirements': [{'host': {'capability': 'tosca.capabilities.Compute', 'node': 'radon.nodes.abstract.ContainerRuntime', 'relationship': 'tosca.relationships.HostedOn', 'occurrences': [1, 1]}}, {'storage': {'capability': 'tosca.capabilities.Storage', 'occurrences': [0, 1]}}, {'network': {'capability': 'tosca.capabilities.Endpoint', 'occurrences': [0, 1]}}]}}",0
"{'radon.nodes.abstract.workload.ClosedWorkload': {'derived_from': 'radon.nodes.abstract.Workload', 'metadata': {'targetNamespace': 'radon.nodes.abstract.workload', 'abstract': 'false', 'final': 'false'}, 'properties': {'think_time': {'type': 'radon.datatypes.RandomVariable'}, 'population': {'type': 'integer', 'default': 1, 'constraints': [{'greater_or_equal': 1}]}}}}",0
"{'radon.nodes.abstract.DataPipeline': {'derived_from': 'tosca.nodes.Root', 'metadata': {'targetNamespace': 'radon.nodes.abstract', 'abstract': 'false', 'final': 'false'}, 'properties': {'name': {'type': 'string'}}, 'requirements': [{'host': {'capability': 'tosca.capabilities.Container', 'relationship': 'tosca.relationships.HostedOn', 'occurrences': [1, 1]}}]}}",0
"{'radon.nodes.abstract.WebServer': {'derived_from': 'tosca.nodes.WebServer', 'metadata': {'targetNamespace': 'radon.nodes.abstract', 'abstract': 'false', 'final': 'false'}, 'properties': {'name': {'type': 'string', 'required': False}}, 'capabilities': {'host': {'occurrences': [1, 'UNBOUNDED'], 'valid_source_types': ['radon.nodes.abstract.WebApplication'], 'type': 'tosca.capabilities.Compute'}}}}",0
"{'radon.nodes.datapipeline.source.ConsumeDataEndPoint': {'derived_from': 'radon.nodes.datapipeline.SourcePB', 'metadata': {'targetNamespace': 'radon.nodes.datapipeline.source', 'abstract': 'false', 'final': 'false'}}}",0
"{'radon.nodes.VM.OpenStack': {'derived_from': 'tosca.nodes.Compute', 'metadata': {'targetNamespace': 'radon.nodes.VM', 'abstract': 'false', 'final': 'false'}, 'attributes': {'public_address': {'description': 'OpenStack public IP address of the VM', 'type': 'string'}, 'id': {'description': 'OpenStack id of the VM', 'type': 'string'}}, 'properties': {'flavor': {'type': 'string', 'description': 'OpenStack flavor id (flavor names are not accepted)'}, 'key_name': {'type': 'string', 'description': 'OpenStack SSH key name that should be placed on the VM'}, 'image': {'type': 'string', 'description': 'OpenStack image id (image names are not accepted)'}, 'ssh_username': {'type': 'string', 'description': 'ssh username of the base image'}, 'name': {'type': 'string', 'description': 'Name that should be given to the VM in OpenStack'}, 'network': {'type': 'string', 'description': 'OpenStack network id (network names are not accepted)'}}, 'interfaces': {'Standard': {'type': 'tosca.interfaces.node.lifecycle.Standard', 'operations': {'create': {'inputs': {'flavor': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'flavor']}}, 'key_name': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'key_name']}}, 'image': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'image']}}, 'ssh_username': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'ssh_username']}}, 'vm_name': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'name']}}, 'network': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'network']}}}, 'implementation': {'primary': 'create', 'timeout': 0}}, 'delete': {'inputs': {'id': {'type': 'string', 'required': True, 'default': {'get_attribute': ['SELF', 'id']}}}, 'implementation': {'primary': 'delete', 'timeout': 0}}}}}, 'artifacts': {'create': {'type': 'radon.artifacts.Ansible', 'file': 'create.yml'}, 'delete': {'type': 'radon.artifacts.Ansible', 'file': 'delete.yml'}}}}",0
